intervention,fpr,tpr
ventilator,0.0,0.0
ventilator,0.0,0.01694915254237288
ventilator,0.0017123287671232876,0.01694915254237288
ventilator,0.0017123287671232876,0.1016949152542373
ventilator,0.003424657534246575,0.1016949152542373
ventilator,0.003424657534246575,0.13559322033898305
ventilator,0.005136986301369863,0.13559322033898305
ventilator,0.005136986301369863,0.15254237288135594
ventilator,0.00684931506849315,0.15254237288135594
ventilator,0.00684931506849315,0.1864406779661017
ventilator,0.010273972602739725,0.1864406779661017
ventilator,0.010273972602739725,0.22033898305084745
ventilator,0.011986301369863013,0.22033898305084745
ventilator,0.011986301369863013,0.2711864406779661
ventilator,0.015410958904109588,0.2711864406779661
ventilator,0.015410958904109588,0.3220338983050847
ventilator,0.017123287671232876,0.3220338983050847
ventilator,0.017123287671232876,0.3389830508474576
ventilator,0.02054794520547945,0.3389830508474576
ventilator,0.02054794520547945,0.3559322033898305
ventilator,0.025684931506849314,0.3559322033898305
ventilator,0.025684931506849314,0.3728813559322034
ventilator,0.03424657534246575,0.3728813559322034
ventilator,0.03424657534246575,0.3898305084745763
ventilator,0.03595890410958904,0.3898305084745763
ventilator,0.03595890410958904,0.4067796610169492
ventilator,0.039383561643835614,0.4067796610169492
ventilator,0.039383561643835614,0.4406779661016949
ventilator,0.04794520547945205,0.4406779661016949
ventilator,0.04794520547945205,0.4745762711864407
ventilator,0.05821917808219178,0.4745762711864407
ventilator,0.05821917808219178,0.4915254237288136
ventilator,0.059931506849315065,0.4915254237288136
ventilator,0.059931506849315065,0.5084745762711864
ventilator,0.0684931506849315,0.5084745762711864
ventilator,0.0684931506849315,0.5254237288135594
ventilator,0.07876712328767123,0.5254237288135594
ventilator,0.07876712328767123,0.5423728813559322
ventilator,0.08047945205479452,0.5423728813559322
ventilator,0.08047945205479452,0.559322033898305
ventilator,0.08561643835616438,0.559322033898305
ventilator,0.08561643835616438,0.5932203389830508
ventilator,0.08732876712328767,0.5932203389830508
ventilator,0.08732876712328767,0.6101694915254238
ventilator,0.09075342465753425,0.6101694915254238
ventilator,0.09075342465753425,0.6271186440677966
ventilator,0.09246575342465753,0.6271186440677966
ventilator,0.09246575342465753,0.6610169491525424
ventilator,0.1113013698630137,0.6610169491525424
ventilator,0.1113013698630137,0.6779661016949152
ventilator,0.11301369863013698,0.6779661016949152
ventilator,0.11301369863013698,0.6949152542372882
ventilator,0.11815068493150685,0.6949152542372882
ventilator,0.11815068493150685,0.711864406779661
ventilator,0.12157534246575342,0.711864406779661
ventilator,0.12157534246575342,0.7457627118644068
ventilator,0.14383561643835616,0.7457627118644068
ventilator,0.14383561643835616,0.7627118644067796
ventilator,0.15753424657534246,0.7627118644067796
ventilator,0.15753424657534246,0.7796610169491526
ventilator,0.17123287671232876,0.7796610169491526
ventilator,0.17123287671232876,0.7966101694915254
ventilator,0.1969178082191781,0.7966101694915254
ventilator,0.1969178082191781,0.8135593220338984
ventilator,0.2208904109589041,0.8135593220338984
ventilator,0.2208904109589041,0.8305084745762712
ventilator,0.24486301369863014,0.8305084745762712
ventilator,0.24486301369863014,0.847457627118644
ventilator,0.2482876712328767,0.847457627118644
ventilator,0.2482876712328767,0.864406779661017
ventilator,0.273972602739726,0.864406779661017
ventilator,0.273972602739726,0.8813559322033898
ventilator,0.3082191780821918,0.8813559322033898
ventilator,0.3082191780821918,0.8983050847457628
ventilator,0.4041095890410959,0.8983050847457628
ventilator,0.4041095890410959,0.9152542372881356
ventilator,0.4606164383561644,0.9152542372881356
ventilator,0.4606164383561644,0.9322033898305084
ventilator,0.5154109589041096,0.9322033898305084
ventilator,0.5154109589041096,0.9491525423728814
ventilator,0.559931506849315,0.9491525423728814
ventilator,0.559931506849315,0.9661016949152542
ventilator,0.7003424657534246,0.9661016949152542
ventilator,0.7003424657534246,1.0
ventilator,1.0,1.0
