intervention,fpr,tpr
renal replacement,0.0,0.0
renal replacement,0.0,0.038461538461538464
renal replacement,0.0,0.15384615384615385
renal replacement,0.038461538461538464,0.15384615384615385
renal replacement,0.038461538461538464,0.6923076923076923
renal replacement,0.15384615384615385,0.6923076923076923
renal replacement,0.15384615384615385,0.7307692307692307
renal replacement,0.19230769230769232,0.7307692307692307
renal replacement,0.19230769230769232,0.8076923076923077
renal replacement,0.2692307692307692,0.8076923076923077
renal replacement,0.2692307692307692,0.8461538461538461
renal replacement,0.34615384615384615,0.8461538461538461
renal replacement,0.34615384615384615,0.8846153846153846
renal replacement,0.6923076923076923,0.8846153846153846
renal replacement,0.6923076923076923,0.9615384615384616
renal replacement,0.7692307692307693,0.9615384615384616
renal replacement,0.7692307692307693,1.0
renal replacement,1.0,1.0
